enrl_tot,teachers,calw_pct,meal_pct,computer,testscr,comp_stu,expn_stu,str,avginc,el_pct,read_scr,math_scr
878,47.9000015259,1.375,15.75,105,675.4000244141,0.119589976966,5329.7822265625,18.3298530579,17.5079994202,2.73348522186,681,669.799987793
594,33.1800003052,12.2688999176,25.378200531,75,675.700012207,0.126262620091,5371.1728515625,17.9023513794,11.8339996338,1.68350172043,683,668.4000244141
139,7.3499999046,20.8633003235,66.90650177,40,676.1500244141,0.287769794464,5771.3837890625,18.9115657806,13.2729997635,0,680.0999755859,672.200012207
2089,102.7799987793,2.51850008965,14.0369997025,318,676.549987793,0.15222594142,4993.634765625,20.3249664307,16.3560009003,0.143609374762,673.799987793,679.299987793
326,16.2800006866,4.29449987411,11.0429000854,42,676.5999755859,0.128834351897,4854.0380859375,20.0245685577,18.6259994507,0,673.299987793,679.9000244141
516,21.5,0.96899998188,27.7131996155,50,676.8499755859,0.0968992263079,4392.6796875,24,23.7329998016,11.0465116501,680.5,673.200012207
449,25.5,12.7272996902,48.4847984314,50,676.9499511719,0.111358575523,5884.4321289062,17.607843399,12.9340000153,0,672.799987793,681.0999755859
297,15.3500003815,2.35689997673,4.04040002823,70,677.25,0.235690236092,4273.9931640625,19.3485336304,13.9060001373,0,679,675.5
1579,80.2399978638,5.55560016632,21.7803001404,165,677.950012207,0.104496516287,5146.7841796875,19.6784648895,15.4280004501,0.0633312240243,678.5,677.4000244141
383,20.4500007629,6.00519990921,10.182800293,49,678.0500488281,0.127937331796,5351.5229492188,18.7286052704,15.3809995651,0,682.9000244141,673.200012207
81,5.0999999046,3.61450004578,0,14,678.4000244141,0.172839507461,7667.5717773438,15.882352829,22.5289993286,0,685.299987793,671.5
5259,262.2300109863,2.39590001106,19.0911006927,701,678.799987793,0.133295297623,5281.708984375,20.0549125671,23.806098938,15.0598974228,679,678.5999755859
1960,108.9599990845,1.94169998169,3.73020005226,223,679.4000244141,0.113775506616,5368.5029296875,17.9882526398,24.6030006409,1.47959184647,684.0999755859,674.700012207
151,8.8999996185,2.64899992943,8.60929965973,31,679.5,0.205298006535,6429.2573242188,16.966293335,36.1739997864,2.64900660515,676.799987793,682.200012207
946,49.1699981689,2.17840003967,6.53529977798,310,679.6500244141,0.327695548534,5387.458984375,19.2393741608,33.4550018311,1.47991538048,683.0999755859,676.200012207
2707,141.0200042725,5.13959980011,19.2308006287,300,679.75,0.110823787749,5235.7749023438,19.1958580017,20.480222702,4.46989297867,678.700012207,680.799987793
919,46.8899993896,1.04929995537,0,141,679.8000488281,0.153427645564,4829.896484375,19.5990619659,20.1340007782,0.326441794634,680.200012207,679.4000244141
945,46,4.23990011215,10.6514997482,216,680.0500488281,0.228571429849,5088.7080078125,20.5434780121,19.3465003967,2.53968262672,685.700012207,674.4000244141
738,39.7019996643,0,0.677500009537,220,680.450012207,0.298102974892,5390.1181640625,18.5884838104,36.1739997864,0.542005419731,684.200012207,676.700012207
164,10.5100002289,2.35290002823,12.9412002563,35,681.299987793,0.213414639235,6588.4306640625,15.604186058,22.8633346558,11.5853662491,682.799987793,679.799987793
167,10.9200000763,0.520799994469,11.4582996368,29,681.299987793,0.173652693629,6196.6948242188,15.2930402756,17.7089996338,11.3772449493,680.799987793,681.799987793
125,7.0799999237,4,14.3999996185,25,681.5999755859,0.20000000298,4645.4130859375,17.6553668976,14.1770000458,0,688.5,674.700012207
1091,62.0600013733,0.5367000103,0.5367000103,113,681.9000244141,0.103574700654,6489.9287109375,17.5797615051,41.0929985046,1.37488543987,689.799987793,674
134,6,0.746299982071,3.73130011559,27,682.1500244141,0.201492533088,5094.958984375,22.3333339691,21.9570007324,2.23880600929,681.799987793,682.5
600,32,2.69409990311,29.3185005188,55,682.450012207,0.0916666686535,4841.9584960938,18.75,16.063999176,5.33333349228,680,684.9000244141
1803,99.5999984741,1.92420005798,3.62199997902,283,682.549987793,0.156960621476,6315.3125,18.1024093628,25.7369995117,2.77315592766,685.5999755859,679.5
158,7.8000001907,13.75,16.25,15,682.6500244141,0.0949367061257,5399.3833007812,20.2564105988,20.4740009308,0,687.299987793,678
2392,127.2200012207,1.42139995098,6.27089977264,439,683.3499755859,0.183528423309,5429.4736328125,18.8020744324,35.8100013733,17.7257518768,682.4000244141,684.299987793
526,28.0200004578,3.99239993095,11.4068002701,33,683.4000244141,0.0627376437187,5644.2861328125,18.7723045349,13.5670003891,0,684.5,682.299987793
141,6.9099998474,10.0719003677,9.35249996185,44,684.3000488281,0.312056750059,6060.2568359375,20.405210495,20.0890007019,0,680.4000244141,688.200012207
235,12.6000003815,4.66099977493,5.93219995499,30,684.3499755859,0.127659574151,5319.5537109375,18.6507930756,18.283000946,0.425531893969,688.5,680.200012207
3280,158.3999938965,2.75230002403,7.85930013657,406,684.8000488281,0.123780488968,4819.9038085938,20.7070713043,25.2397155762,6.06707334518,682.200012207,687.4000244141
1254,57,1.58229994774,12.5,0,684.950012207,0,5208.2260742188,22,25.0629997253,10.1275911331,686.200012207,683.700012207
948,53.5600013733,1.79320001602,1.89869999886,155,686.0500488281,0.163502112031,5859.96484375,17.6997756958,30.6284999847,3.3755273819,692.200012207,679.9000244141
15228,708.8300170898,1.71539998055,4.69089984894,2232,686.6999511719,0.146572098136,4962.7368164062,21.4832897186,27.4752159119,8.64854240417,683.0999755859,690.299987793
81,4.8499999046,13.2530002594,20.4818992615,21,687.549987793,0.25925925374,7614.3793945312,16.7010307312,30.8400001526,12.3456792831,693.799987793,681.299987793
2768,141.3999938965,0.44810000062,2.7920999527,540,689.0999755859,0.195086702704,5566.4677734375,19.5756721497,34.1595001221,1.58959531784,691.5999755859,686.5999755859
535,31,0.0799999982119,0.72000002861,84,691.049987793,0.157009348273,7039.94921875,17.25806427,43.2299995422,1.49532711506,693.5,688.5999755859
2542,146.3000030518,0.826099991798,9.67739963531,404,691.3499755859,0.158929973841,6604.0639648438,17.3752555847,27.9477500916,10.3855228424,687.700012207,695
1940,111.8199996948,0.412400007248,3.91750001907,265,691.9000244141,0.136597931385,6180.1489257812,17.3493118286,49.938999176,6.13402032852,693.700012207,690.0999755859
1059,65.1200027466,0.849900007248,1.41639995575,272,693.950012207,0.25684607029,6460.6572265625,16.2622852325,55.327999115,2.26628899574,695.9000244141,692
2340,132.1999969482,1.58120000362,2.43589997292,403,694.25,0.172222226858,6415.3549804688,17.7004547119,35.4809989929,2.4786324501,693.5999755859,694.9000244141
3469,172.3399963379,0,0.173399999738,496,694.8000488281,0.14298067987,5230.876953125,20.1288146973,34.3009986877,0.893629252911,697.9000244141,691.700012207
2106,115.3000030518,1.70940005779,2.61159992218,300,695.1999511719,0.142450138927,5838.171875,18.2653942108,38.6285705566,2.42165231705,695.0999755859,695.299987793
478,32.8699989319,0,0,112,695.299987793,0.234309628606,7711.5068359375,14.5421361923,35.341999054,3.76569032669,701.299987793,689.299987793
1885,98.4199981689,0.0505999997258,0.303299993277,241,696.5500488281,0.127851456404,5592.7651367188,19.1526107788,31.0520000458,1.96286475658,697.4000244141,695.700012207
2422,139.4700012207,0,0.123899996281,466,698.1999511719,0.192402973771,5933.154296875,17.3657417297,40.263999939,0.578034639359,699.0999755859,697.299987793
1318,87.0599975586,0.151700004935,0,412,698.25,0.31259483099,7593.4057617188,15.1389846802,35.8100013733,2.80728387833,695.4000244141,701.0999755859
220,12.3299999237,0.454499989748,0,22,698.4499511719,0.10000000149,6500.4497070312,17.8426609039,43.2299995422,1.36363637447,693.299987793,703.5999755859
687,44.5900001526,0.304899990559,0,209,699.0999755859,0.304221242666,7217.2631835938,15.4070415497,50.6769981384,1.16448330879,698.299987793,699.9000244141
2341,124.0899963379,0.170900002122,0.597999989986,286,700.3000488281,0.12217001617,5392.638671875,18.8653392792,40.4020004272,2.05040574074,698.9000244141,701.700012207
984,59.7299995422,0.101599998772,3.55690002441,195,704.3000488281,0.198170736432,7290.3388671875,16.4741344452,28.716999054,5.99593496323,700.9000244141,707.700012207
3724,208.4799957275,1.07410001755,1.50380003452,721,706.75,0.193609029055,5741.462890625,17.8626251221,41.7341079712,4.72610092163,704,709.5
441,20.1499996185,3.56349992752,37.1938018799,45,645,0.102040819824,4402.8315429688,21.8858566284,23.7329998016,24.2630386353,648.299987793,641.700012207
101,5,11.8811998367,59.4058990479,14,672.200012207,0.138613864779,4776.3364257812,20.2000007629,9.9519996643,2.97029709816,667.9000244141,676.5
1778,93.4000015259,6.92350006104,47.5712013245,313,655.75,0.176040500402,5993.392578125,19.0364017487,12.501999855,5.00562429428,660.5,651
